District (Kecamatan),Regency (Kabupaten/Kota),Province
GEBANG,CIREBON,JAWA BARAT
KARANGSEMBUNG,CIREBON,JAWA BARAT
KARANGWARENG,CIREBON,JAWA BARAT
LEMAHABANG,CIREBON,JAWA BARAT
SUSUKANLEBAK,CIREBON,JAWA BARAT
SEDONG,CIREBON,JAWA BARAT
ASTANAJAPURA,CIREBON,JAWA BARAT
PANGENAN,CIREBON,JAWA BARAT
MUNDU,CIREBON,JAWA BARAT
BEBER,CIREBON,JAWA BARAT
GREGED,CIREBON,JAWA BARAT
TALUN,CIREBON,JAWA BARAT
SUMBER,CIREBON,JAWA BARAT
DUKUPUNTANG,CIREBON,JAWA BARAT
PALIMANAN,CIREBON,JAWA BARAT
PLUMBON,CIREBON,JAWA BARAT
DEPOK,CIREBON,JAWA BARAT
WERU,CIREBON,JAWA BARAT
PLERED,CIREBON,JAWA BARAT
TENGAH TANI,CIREBON,JAWA BARAT
KEDAWUNG,CIREBON,JAWA BARAT
GUNUNGJATI,CIREBON,JAWA BARAT
KAPETAKAN,CIREBON,JAWA BARAT
SURANENGGALA,CIREBON,JAWA BARAT
KLANGENAN,CIREBON,JAWA BARAT
JAMBLANG,CIREBON,JAWA BARAT
ARJAWINANGUN,CIREBON,JAWA BARAT
PANGURAGAN,CIREBON,JAWA BARAT
CIWARINGIN,CIREBON,JAWA BARAT
GEMPOL,CIREBON,JAWA BARAT
SUSUKAN,CIREBON,JAWA BARAT
GEGESIK,CIREBON,JAWA BARAT
KALIWEDI,CIREBON,JAWA BARAT
LEMAHSUGIH,MAJALENGKA,JAWA BARAT
BANTARUJEG,MAJALENGKA,JAWA BARAT
MALAUSMA,MAJALENGKA,JAWA BARAT
CIKIJING,MAJALENGKA,JAWA BARAT
CINGAMBUL,MAJALENGKA,JAWA BARAT
TALAGA,MAJALENGKA,JAWA BARAT
BANJARAN,MAJALENGKA,JAWA BARAT
ARGAPURA,MAJALENGKA,JAWA BARAT
MAJA,MAJALENGKA,JAWA BARAT
MAJALENGKA,MAJALENGKA,JAWA BARAT
CIGASONG,MAJALENGKA,JAWA BARAT
SUKAHAJI,MAJALENGKA,JAWA BARAT
SINDANG,MAJALENGKA,JAWA BARAT
RAJAGALUH,MAJALENGKA,JAWA BARAT
SINDANGWANGI,MAJALENGKA,JAWA BARAT
LEUWIMUNDING,MAJALENGKA,JAWA BARAT
PALASAH,MAJALENGKA,JAWA BARAT
JATIWANGI,MAJALENGKA,JAWA BARAT
DAWUAN,MAJALENGKA,JAWA BARAT
KASOKANDEL,MAJALENGKA,JAWA BARAT
PANYINGKIRAN,MAJALENGKA,JAWA BARAT
KADIPATEN,MAJALENGKA,JAWA BARAT
KERTAJATI,MAJALENGKA,JAWA BARAT
JATITUJUH,MAJALENGKA,JAWA BARAT
LIGUNG,MAJALENGKA,JAWA BARAT
SUMBERJAYA,MAJALENGKA,JAWA BARAT
JATINANGOR,SUMEDANG,JAWA BARAT
CIMANGGUNG,SUMEDANG,JAWA BARAT
TANJUNGSARI,SUMEDANG,JAWA BARAT
SUKASARI,SUMEDANG,JAWA BARAT
PAMULIHAN,SUMEDANG,JAWA BARAT
RANCAKALONG,SUMEDANG,JAWA BARAT
SUMEDANG SELATAN,SUMEDANG,JAWA BARAT
SUMEDANG UTARA,SUMEDANG,JAWA BARAT
GANEAS,SUMEDANG,JAWA BARAT
SITURAJA,SUMEDANG,JAWA BARAT
CISITU,SUMEDANG,JAWA BARAT
DARMARAJA,SUMEDANG,JAWA BARAT
CIBUGEL,SUMEDANG,JAWA BARAT
WADO,SUMEDANG,JAWA BARAT
JATINUNGGAL,SUMEDANG,JAWA BARAT
JATIGEDE,SUMEDANG,JAWA BARAT
TOMO,SUMEDANG,JAWA BARAT
UJUNG JAYA,SUMEDANG,JAWA BARAT
CONGGEANG,SUMEDANG,JAWA BARAT
PASEH,SUMEDANG,JAWA BARAT
CIMALAKA,SUMEDANG,JAWA BARAT
CISARUA,SUMEDANG,JAWA BARAT
TANJUNGKERTA,SUMEDANG,JAWA BARAT
TANJUNGMEDAR,SUMEDANG,JAWA BARAT
BUAHDUA,SUMEDANG,JAWA BARAT
SURIAN,SUMEDANG,JAWA BARAT
HAURGEULIS,INDRAMAYU,JAWA BARAT
GANTAR,INDRAMAYU,JAWA BARAT
KROYA,INDRAMAYU,JAWA BARAT
GABUSWETAN,INDRAMAYU,JAWA BARAT
CIKEDUNG,INDRAMAYU,JAWA BARAT
TERISI,INDRAMAYU,JAWA BARAT
LELEA,INDRAMAYU,JAWA BARAT
BANGODUA,INDRAMAYU,JAWA BARAT
TUKDANA,INDRAMAYU,JAWA BARAT
WIDASARI,INDRAMAYU,JAWA BARAT
KERTASEMAYA,INDRAMAYU,JAWA BARAT
SUKAGUMIWANG,INDRAMAYU,JAWA BARAT
KRANGKENG,INDRAMAYU,JAWA BARAT
KARANGAMPEL,INDRAMAYU,JAWA BARAT
KEDOKAN BUNDER,INDRAMAYU,JAWA BARAT
JUNTINYUAT,INDRAMAYU,JAWA BARAT
SLIYEG,INDRAMAYU,JAWA BARAT
JATIBARANG,INDRAMAYU,JAWA BARAT
BALONGAN,INDRAMAYU,JAWA BARAT
INDRAMAYU,INDRAMAYU,JAWA BARAT
SINDANG,INDRAMAYU,JAWA BARAT
CANTIGI,INDRAMAYU,JAWA BARAT
PASEKAN,INDRAMAYU,JAWA BARAT
LOHBENER,INDRAMAYU,JAWA BARAT
ARAHAN,INDRAMAYU,JAWA BARAT
LOSARANG,INDRAMAYU,JAWA BARAT
KANDANGHAUR,INDRAMAYU,JAWA BARAT
BONGAS,INDRAMAYU,JAWA BARAT
ANJATAN,INDRAMAYU,JAWA BARAT
SUKRA,INDRAMAYU,JAWA BARAT
PATROL,INDRAMAYU,JAWA BARAT
SAGALAHERANG,SUBANG,JAWA BARAT
SERANGPANJANG,SUBANG,JAWA BARAT
JALANCAGAK,SUBANG,JAWA BARAT
CIATER,SUBANG,JAWA BARAT
CISALAK,SUBANG,JAWA BARAT
KASOMALANG,SUBANG,JAWA BARAT
TANJUNGSIANG,SUBANG,JAWA BARAT
CIJAMBE,SUBANG,JAWA BARAT
CIBOGO,SUBANG,JAWA BARAT
SUBANG,SUBANG,JAWA BARAT
KALIJATI,SUBANG,JAWA BARAT
DAWUAN,SUBANG,JAWA BARAT
CIPEUNDEUY,SUBANG,JAWA BARAT
PABUARAN,SUBANG,JAWA BARAT
PATOKBEUSI,SUBANG,JAWA BARAT
PURWADADI,SUBANG,JAWA BARAT
CIKAUM,SUBANG,JAWA BARAT
PAGADEN,SUBANG,JAWA BARAT
PAGADEN BARAT,SUBANG,JAWA BARAT
CIPUNAGARA,SUBANG,JAWA BARAT
COMPRENG,SUBANG,JAWA BARAT
BINONG,SUBANG,JAWA BARAT
TAMBAKDAHAN,SUBANG,JAWA BARAT
CIASEM,SUBANG,JAWA BARAT
PAMANUKAN,SUBANG,JAWA BARAT
SUKASARI,SUBANG,JAWA BARAT
PUSAKANAGARA,SUBANG,JAWA BARAT
PUSAKAJAYA,SUBANG,JAWA BARAT
LEGONKULON,SUBANG,JAWA BARAT
BLANAKAN,SUBANG,JAWA BARAT
JATILUHUR,PURWAKARTA,JAWA BARAT
SUKASARI,PURWAKARTA,JAWA BARAT
MANIIS,PURWAKARTA,JAWA BARAT
TEGAL WARU,PURWAKARTA,JAWA BARAT
PLERED,PURWAKARTA,JAWA BARAT
SUKATANI,PURWAKARTA,JAWA BARAT
DARANGDAN,PURWAKARTA,JAWA BARAT
BOJONG,PURWAKARTA,JAWA BARAT
WANAYASA,PURWAKARTA,JAWA BARAT
KIARAPEDES,PURWAKARTA,JAWA BARAT
PASAWAHAN,PURWAKARTA,JAWA BARAT
PONDOK SALAM,PURWAKARTA,JAWA BARAT
PURWAKARTA,PURWAKARTA,JAWA BARAT
BABAKANCIKAO,PURWAKARTA,JAWA BARAT
CAMPAKA,PURWAKARTA,JAWA BARAT
CIBATU,PURWAKARTA,JAWA BARAT
BUNGURSARI,PURWAKARTA,JAWA BARAT
PANGKALAN,KARAWANG,JAWA BARAT
TEGALWARU,KARAWANG,JAWA BARAT
CIAMPEL,KARAWANG,JAWA BARAT
TELUKJAMBE TIMUR,KARAWANG,JAWA BARAT
TELUKJAMBE BARAT,KARAWANG,JAWA BARAT
KLARI,KARAWANG,JAWA BARAT
CIKAMPEK,KARAWANG,JAWA BARAT
PURWASARI,KARAWANG,JAWA BARAT
TIRTAMULYA,KARAWANG,JAWA BARAT
JATISARI,KARAWANG,JAWA BARAT
BANYUSARI,KARAWANG,JAWA BARAT
KOTABARU,KARAWANG,JAWA BARAT
CILAMAYA WETAN,KARAWANG,JAWA BARAT
CILAMAYA KULON,KARAWANG,JAWA BARAT
LEMAHABANG,KARAWANG,JAWA BARAT
TALAGASARI,KARAWANG,JAWA BARAT
MAJALAYA,KARAWANG,JAWA BARAT
KARAWANG TIMUR,KARAWANG,JAWA BARAT
KARAWANG BARAT,KARAWANG,JAWA BARAT
RAWAMERTA,KARAWANG,JAWA BARAT
TEMPURAN,KARAWANG,JAWA BARAT
KUTAWALUYA,KARAWANG,JAWA BARAT
RENGASDENGKLOK,KARAWANG,JAWA BARAT
JAYAKERTA,KARAWANG,JAWA BARAT
PEDES,KARAWANG,JAWA BARAT
CILEBAR,KARAWANG,JAWA BARAT
CIBUAYA,KARAWANG,JAWA BARAT
TIRTAJAYA,KARAWANG,JAWA BARAT
BATUJAYA,KARAWANG,JAWA BARAT
PAKISJAYA,KARAWANG,JAWA BARAT
SETU,BEKASI,JAWA BARAT
SERANG BARU,BEKASI,JAWA BARAT
CIKARANG,BEKASI,JAWA BARAT
CIKARANG PUSAT,BEKASI,JAWA BARAT
CIKARANG SELATAN,BEKASI,JAWA BARAT
CIBARUSAH,BEKASI,JAWA BARAT
BOJONGMANGU,BEKASI,JAWA BARAT
CIKARANG TIMUR,BEKASI,JAWA BARAT
KEDUNGWARINGIN,BEKASI,JAWA BARAT
CIKARANG UTARA,BEKASI,JAWA BARAT
KARANGBAHAGIA,BEKASI,JAWA BARAT
CIBITUNG,BEKASI,JAWA BARAT
CIKARANG BARAT,BEKASI,JAWA BARAT
TAMBUN,BEKASI,JAWA BARAT
TAMBUN SELATAN,BEKASI,JAWA BARAT
TAMBUN UTARA,BEKASI,JAWA BARAT
BABELAN,BEKASI,JAWA BARAT
TARUMAJAYA,BEKASI,JAWA BARAT
TAMBELANG,BEKASI,JAWA BARAT
SUKAWANGI,BEKASI,JAWA BARAT
SUKATANI,BEKASI,JAWA BARAT
SUKAKARYA,BEKASI,JAWA BARAT
PEBAYURAN,BEKASI,JAWA BARAT
CABANGBUNGIN,BEKASI,JAWA BARAT
MUARA GEMBONG,BEKASI,JAWA BARAT
RONGGA,BANDUNG BARAT,JAWA BARAT
GUNUNGHALU,BANDUNG BARAT,JAWA BARAT
SINDANGKERTA,BANDUNG BARAT,JAWA BARAT
CILILIN,BANDUNG BARAT,JAWA BARAT
CIHAMPELAS,BANDUNG BARAT,JAWA BARAT
CIPONGKOR,BANDUNG BARAT,JAWA BARAT
BATUJAJAR,BANDUNG BARAT,JAWA BARAT
SAGULING,BANDUNG BARAT,JAWA BARAT
CIPATAT,BANDUNG BARAT,JAWA BARAT
PADALARANG,BANDUNG BARAT,JAWA BARAT
NGAMPRAH,BANDUNG BARAT,JAWA BARAT
PARONGPONG,BANDUNG BARAT,JAWA BARAT
LEMBANG,BANDUNG BARAT,JAWA BARAT
CISARUA,BANDUNG BARAT,JAWA BARAT
CIKALONG WETAN,BANDUNG BARAT,JAWA BARAT
CIPEUNDEUY,BANDUNG BARAT,JAWA BARAT
CIMERAK,PANGANDARAN,JAWA BARAT
CIJULANG,PANGANDARAN,JAWA BARAT
CIGUGUR,PANGANDARAN,JAWA BARAT
LANGKAPLANCAR,PANGANDARAN,JAWA BARAT
PARIGI,PANGANDARAN,JAWA BARAT
SIDAMULIH,PANGANDARAN,JAWA BARAT
PANGANDARAN,PANGANDARAN,JAWA BARAT
KALIPUCANG,PANGANDARAN,JAWA BARAT
PADAHERANG,PANGANDARAN,JAWA BARAT
MANGUNJAYA,PANGANDARAN,JAWA BARAT
BOGOR SELATAN,BOGOR,JAWA BARAT
BOGOR TIMUR,BOGOR,JAWA BARAT
BOGOR UTARA,BOGOR,JAWA BARAT
BOGOR TENGAH,BOGOR,JAWA BARAT
BOGOR BARAT,BOGOR,JAWA BARAT
TANAH SEREAL,BOGOR,JAWA BARAT
BAROS,SUKABUMI,JAWA BARAT
LEMBURSITU,SUKABUMI,JAWA BARAT
CIBEUREUM,SUKABUMI,JAWA BARAT
CITAMIANG,SUKABUMI,JAWA BARAT
WARUDOYONG,SUKABUMI,JAWA BARAT
GUNUNG PUYUH,SUKABUMI,JAWA BARAT
CIKOLE,SUKABUMI,JAWA BARAT
BANDUNG KULON,BANDUNG,JAWA BARAT
BABAKAN CIPARAY,BANDUNG,JAWA BARAT
BOJONGLOA KALER,BANDUNG,JAWA BARAT
BOJONGLOA KIDUL,BANDUNG,JAWA BARAT
ASTANAANYAR,BANDUNG,JAWA BARAT
REGOL,BANDUNG,JAWA BARAT
LENGKONG,BANDUNG,JAWA BARAT
BANDUNG KIDUL,BANDUNG,JAWA BARAT
BUAHBATU,BANDUNG,JAWA BARAT
RANCASARI,BANDUNG,JAWA BARAT
GEDEBAGE,BANDUNG,JAWA BARAT
CIBIRU,BANDUNG,JAWA BARAT
PANYILEUKAN,BANDUNG,JAWA BARAT
UJUNG BERUNG,BANDUNG,JAWA BARAT
CINAMBO,BANDUNG,JAWA BARAT
ARCAMANIK,BANDUNG,JAWA BARAT
ANTAPANI,BANDUNG,JAWA BARAT
MANDALAJATI,BANDUNG,JAWA BARAT
KIARACONDONG,BANDUNG,JAWA BARAT
BATUNUNGGAL,BANDUNG,JAWA BARAT
SUMUR BANDUNG,BANDUNG,JAWA BARAT
ANDIR,BANDUNG,JAWA BARAT
CICENDO,BANDUNG,JAWA BARAT
BANDUNG WETAN,BANDUNG,JAWA BARAT
CIBEUNYING KIDUL,BANDUNG,JAWA BARAT
CIBEUNYING KALER,BANDUNG,JAWA BARAT
COBLONG,BANDUNG,JAWA BARAT
SUKAJADI,BANDUNG,JAWA BARAT
SUKASARI,BANDUNG,JAWA BARAT
CIDADAP,BANDUNG,JAWA BARAT
HARJAMUKTI,CIREBON,JAWA BARAT
LEMAHWUNGKUK,CIREBON,JAWA BARAT
PEKALIPAN,CIREBON,JAWA BARAT
KESAMBI,CIREBON,JAWA BARAT
KEJAKSAN,CIREBON,JAWA BARAT
PONDOKGEDE,BEKASI,JAWA BARAT
JATISAMPURNA,BEKASI,JAWA BARAT
PONDOKMELATI,BEKASI,JAWA BARAT
JATIASIH,BEKASI,JAWA BARAT
BANTARGEBANG,BEKASI,JAWA BARAT
MUSTIKAJAYA,BEKASI,JAWA BARAT
BEKASI TIMUR,BEKASI,JAWA BARAT
RAWALUMBU,BEKASI,JAWA BARAT
BEKASI SELATAN,BEKASI,JAWA BARAT
BEKASI BARAT,BEKASI,JAWA BARAT
MEDAN SATRIA,BEKASI,JAWA BARAT
BEKASI UTARA,BEKASI,JAWA BARAT
SAWANGAN,DEPOK,JAWA BARAT
BOJONGSARI,DEPOK,JAWA BARAT
PANCORAN MAS,DEPOK,JAWA BARAT
CIPAYUNG,DEPOK,JAWA BARAT
SUKMA JAYA,DEPOK,JAWA BARAT
CILODONG,DEPOK,JAWA BARAT
CIMANGGIS,DEPOK,JAWA BARAT
TAPOS,DEPOK,JAWA BARAT
BEJI,DEPOK,JAWA BARAT
LIMO,DEPOK,JAWA BARAT
CINERE,DEPOK,JAWA BARAT
CIMAHI SELATAN,CIMAHI,JAWA BARAT
CIMAHI TENGAH,CIMAHI,JAWA BARAT
CIMAHI UTARA,CIMAHI,JAWA BARAT
KAWALU,TASIKMALAYA,JAWA BARAT
TAMANSARI,TASIKMALAYA,JAWA BARAT
CIBEUREUM,TASIKMALAYA,JAWA BARAT
PURBARATU,TASIKMALAYA,JAWA BARAT
TAWANG,TASIKMALAYA,JAWA BARAT
CIHIDEUNG,TASIKMALAYA,JAWA BARAT
MANGKUBUMI,TASIKMALAYA,JAWA BARAT
INDIHIANG,TASIKMALAYA,JAWA BARAT
BUNGURSARI,TASIKMALAYA,JAWA BARAT
CIPEDES,TASIKMALAYA,JAWA BARAT
BANJAR,BANJAR,JAWA BARAT
PURWAHARJA,BANJAR,JAWA BARAT
PATARUMAN,BANJAR,JAWA BARAT
LANGENSARI,BANJAR,JAWA BARAT
DAYEUHLUHUR,CILACAP,JAWA TENGAH
WANAREJA,CILACAP,JAWA TENGAH
MAJENANG,CILACAP,JAWA TENGAH
CIMANGGU,CILACAP,JAWA TENGAH
KARANGPUCUNG,CILACAP,JAWA TENGAH
CIPARI,CILACAP,JAWA TENGAH
SIDAREJA,CILACAP,JAWA TENGAH
KEDUNGREJA,CILACAP,JAWA TENGAH
PATIMUAN,CILACAP,JAWA TENGAH
GANDRUNGMANGU,CILACAP,JAWA TENGAH
BANTARSARI,CILACAP,JAWA TENGAH
KAWUNGANTEN,CILACAP,JAWA TENGAH
KAMPUNG LAUT,CILACAP,JAWA TENGAH
JERUKLEGI,CILACAP,JAWA TENGAH
KESUGIHAN,CILACAP,JAWA TENGAH
ADIPALA,CILACAP,JAWA TENGAH
MAOS,CILACAP,JAWA TENGAH
SAMPANG,CILACAP,JAWA TENGAH
KROYA,CILACAP,JAWA TENGAH
BINANGUN,CILACAP,JAWA TENGAH
NUSAWUNGU,CILACAP,JAWA TENGAH
CILACAP SELATAN,CILACAP,JAWA TENGAH
CILACAP TENGAH,CILACAP,JAWA TENGAH
CILACAP UTARA,CILACAP,JAWA TENGAH
LUMBIR,BANYUMAS,JAWA TENGAH
WANGON,BANYUMAS,JAWA TENGAH
JATILAWANG,BANYUMAS,JAWA TENGAH
RAWALO,BANYUMAS,JAWA TENGAH
KEBASEN,BANYUMAS,JAWA TENGAH
KEMRANJEN,BANYUMAS,JAWA TENGAH
SUMPIUH,BANYUMAS,JAWA TENGAH
TAMBAK,BANYUMAS,JAWA TENGAH
SOMAGEDE,BANYUMAS,JAWA TENGAH
KALIBAGOR,BANYUMAS,JAWA TENGAH
BANYUMAS,BANYUMAS,JAWA TENGAH
PATIKRAJA,BANYUMAS,JAWA TENGAH
PURWOJATI,BANYUMAS,JAWA TENGAH
AJIBARANG,BANYUMAS,JAWA TENGAH
GUMELAR,BANYUMAS,JAWA TENGAH
PEKUNCEN,BANYUMAS,JAWA TENGAH
CILONGOK,BANYUMAS,JAWA TENGAH
KARANGLEWAS,BANYUMAS,JAWA TENGAH
KEDUNG BANTENG,BANYUMAS,JAWA TENGAH
BATURRADEN,BANYUMAS,JAWA TENGAH
SUMBANG,BANYUMAS,JAWA TENGAH
KEMBARAN,BANYUMAS,JAWA TENGAH
SOKARAJA,BANYUMAS,JAWA TENGAH
PURWOKERTO SELATAN,BANYUMAS,JAWA TENGAH
PURWOKERTO BARAT,BANYUMAS,JAWA TENGAH
PURWOKERTO TIMUR,BANYUMAS,JAWA TENGAH
PURWOKERTO UTARA,BANYUMAS,JAWA TENGAH
KEMANGKON,PURBALINGGA,JAWA TENGAH
BUKATEJA,PURBALINGGA,JAWA TENGAH
KEJOBONG,PURBALINGGA,JAWA TENGAH
PENGADEGAN,PURBALINGGA,JAWA TENGAH
KALIGONDANG,PURBALINGGA,JAWA TENGAH
PURBALINGGA,PURBALINGGA,JAWA TENGAH
KALIMANAH,PURBALINGGA,JAWA TENGAH
PADAMARA,PURBALINGGA,JAWA TENGAH
KUTASARI,PURBALINGGA,JAWA TENGAH
BOJONGSARI,PURBALINGGA,JAWA TENGAH
MREBET,PURBALINGGA,JAWA TENGAH
BOBOTSARI,PURBALINGGA,JAWA TENGAH
KARANGREJA,PURBALINGGA,JAWA TENGAH
KARANGJAMBU,PURBALINGGA,JAWA TENGAH
KARANGANYAR,PURBALINGGA,JAWA TENGAH
KERTANEGARA,PURBALINGGA,JAWA TENGAH
KARANGMONCOL,PURBALINGGA,JAWA TENGAH
REMBANG,PURBALINGGA,JAWA TENGAH
SUSUKAN,BANJARNEGARA,JAWA TENGAH
PURWAREJA KLAMPOK,BANJARNEGARA,JAWA TENGAH
MANDIRAJA,BANJARNEGARA,JAWA TENGAH
PURWANEGARA,BANJARNEGARA,JAWA TENGAH
BAWANG,BANJARNEGARA,JAWA TENGAH
BANJARNEGARA,BANJARNEGARA,JAWA TENGAH
PAGEDONGAN,BANJARNEGARA,JAWA TENGAH
SIGALUH,BANJARNEGARA,JAWA TENGAH
MADUKARA,BANJARNEGARA,JAWA TENGAH
BANJARMANGU,BANJARNEGARA,JAWA TENGAH
WANADADI,BANJARNEGARA,JAWA TENGAH
RAKIT,BANJARNEGARA,JAWA TENGAH
PUNGGELAN,BANJARNEGARA,JAWA TENGAH
KARANGKOBAR,BANJARNEGARA,JAWA TENGAH
PAGENTAN,BANJARNEGARA,JAWA TENGAH
PEJAWARAN,BANJARNEGARA,JAWA TENGAH
BATUR,BANJARNEGARA,JAWA TENGAH
WANAYASA,BANJARNEGARA,JAWA TENGAH
KALIBENING,BANJARNEGARA,JAWA TENGAH
PANDANARUM,BANJARNEGARA,JAWA TENGAH
AYAH,KEBUMEN,JAWA TENGAH
BUAYAN,KEBUMEN,JAWA TENGAH
PURING,KEBUMEN,JAWA TENGAH
PETANAHAN,KEBUMEN,JAWA TENGAH
KLIRONG,KEBUMEN,JAWA TENGAH
BULUSPESANTREN,KEBUMEN,JAWA TENGAH
AMBAL,KEBUMEN,JAWA TENGAH
MIRIT,KEBUMEN,JAWA TENGAH
BONOROWO,KEBUMEN,JAWA TENGAH
PREMBUN,KEBUMEN,JAWA TENGAH
PADURESO,KEBUMEN,JAWA TENGAH
KUTOWINANGUN,KEBUMEN,JAWA TENGAH
ALIAN,KEBUMEN,JAWA TENGAH
PONCOWARNO,KEBUMEN,JAWA TENGAH
KEBUMEN,KEBUMEN,JAWA TENGAH
PEJAGOAN,KEBUMEN,JAWA TENGAH
SRUWENG,KEBUMEN,JAWA TENGAH
ADIMULYO,KEBUMEN,JAWA TENGAH
KUWARASAN,KEBUMEN,JAWA TENGAH
ROWOKELE,KEBUMEN,JAWA TENGAH
SEMPOR,KEBUMEN,JAWA TENGAH
GOMBONG,KEBUMEN,JAWA TENGAH
KARANGANYAR,KEBUMEN,JAWA TENGAH
KARANGGAYAM,KEBUMEN,JAWA TENGAH
SADANG,KEBUMEN,JAWA TENGAH
KARANGSAMBUNG,KEBUMEN,JAWA TENGAH
GRABAG,PURWOREJO,JAWA TENGAH
NGOMBOL,PURWOREJO,JAWA TENGAH
PURWODADI,PURWOREJO,JAWA TENGAH
BAGELEN,PURWOREJO,JAWA TENGAH
KALIGESING,PURWOREJO,JAWA TENGAH
PURWOREJO,PURWOREJO,JAWA TENGAH
BANYU URIP,PURWOREJO,JAWA TENGAH
BAYAN,PURWOREJO,JAWA TENGAH
KUTOARJO,PURWOREJO,JAWA TENGAH
BUTUH,PURWOREJO,JAWA TENGAH
PITURUH,PURWOREJO,JAWA TENGAH
KEMIRI,PURWOREJO,JAWA TENGAH
BRUNO,PURWOREJO,JAWA TENGAH
GEBANG,PURWOREJO,JAWA TENGAH
LOANO,PURWOREJO,JAWA TENGAH
BENER,PURWOREJO,JAWA TENGAH
WADASLINTANG,WONOSOBO,JAWA TENGAH
KEPIL,WONOSOBO,JAWA TENGAH
SAPURAN,WONOSOBO,JAWA TENGAH
KALIBAWANG,WONOSOBO,JAWA TENGAH
KALIWIRO,WONOSOBO,JAWA TENGAH
LEKSONO,WONOSOBO,JAWA TENGAH
SUKOHARJO,WONOSOBO,JAWA TENGAH
SELOMERTO,WONOSOBO,JAWA TENGAH
KALIKAJAR,WONOSOBO,JAWA TENGAH
KERTEK,WONOSOBO,JAWA TENGAH
WONOSOBO,WONOSOBO,JAWA TENGAH
WATUMALANG,WONOSOBO,JAWA TENGAH
MOJOTENGAH,WONOSOBO,JAWA TENGAH
GARUNG,WONOSOBO,JAWA TENGAH
KEJAJAR,WONOSOBO,JAWA TENGAH
SALAMAN,MAGELANG,JAWA TENGAH
BOROBUDUR,MAGELANG,JAWA TENGAH
NGLUWAR,MAGELANG,JAWA TENGAH
SALAM,MAGELANG,JAWA TENGAH
SRUMBUNG,MAGELANG,JAWA TENGAH
DUKUN,MAGELANG,JAWA TENGAH
MUNTILAN,MAGELANG,JAWA TENGAH
MUNGKID,MAGELANG,JAWA TENGAH
SAWANGAN,MAGELANG,JAWA TENGAH
CANDIMULYO,MAGELANG,JAWA TENGAH
MERTOYUDAN,MAGELANG,JAWA TENGAH
TEMPURAN,MAGELANG,JAWA TENGAH
KAJORAN,MAGELANG,JAWA TENGAH
KALIANGKRIK,MAGELANG,JAWA TENGAH
BANDONGAN,MAGELANG,JAWA TENGAH
WINDUSARI,MAGELANG,JAWA TENGAH
SECANG,MAGELANG,JAWA TENGAH
TEGALREJO,MAGELANG,JAWA TENGAH
PAKIS,MAGELANG,JAWA TENGAH
GRABAG,MAGELANG,JAWA TENGAH
NGABLAK,MAGELANG,JAWA TENGAH
SELO,BOYOLALI,JAWA TENGAH
AMPEL,BOYOLALI,JAWA TENGAH
CEPOGO,BOYOLALI,JAWA TENGAH
MUSUK,BOYOLALI,JAWA TENGAH
BOYOLALI,BOYOLALI,JAWA TENGAH
MOJOSONGO,BOYOLALI,JAWA TENGAH
TERAS,BOYOLALI,JAWA TENGAH
SAWIT,BOYOLALI,JAWA TENGAH
BANYUDONO,BOYOLALI,JAWA TENGAH
SAMBI,BOYOLALI,JAWA TENGAH
NGEMPLAK,BOYOLALI,JAWA TENGAH
NOGOSARI,BOYOLALI,JAWA TENGAH
SIMO,BOYOLALI,JAWA TENGAH
KARANGGEDE,BOYOLALI,JAWA TENGAH
KLEGO,BOYOLALI,JAWA TENGAH
ANDONG,BOYOLALI,JAWA TENGAH
KEMUSU,BOYOLALI,JAWA TENGAH
WONOSEGORO,BOYOLALI,JAWA TENGAH
JUWANGI,BOYOLALI,JAWA TENGAH
PRAMBANAN,KLATEN,JAWA TENGAH
GANTIWARNO,KLATEN,JAWA TENGAH
WEDI,KLATEN,JAWA TENGAH
BAYAT,KLATEN,JAWA TENGAH
CAWAS,KLATEN,JAWA TENGAH
TRUCUK,KLATEN,JAWA TENGAH
KALIKOTES,KLATEN,JAWA TENGAH
KEBONARUM,KLATEN,JAWA TENGAH
JOGONALAN,KLATEN,JAWA TENGAH
MANISRENGGO,KLATEN,JAWA TENGAH
KARANGNONGKO,KLATEN,JAWA TENGAH
NGAWEN,KLATEN,JAWA TENGAH
CEPER,KLATEN,JAWA TENGAH
PEDAN,KLATEN,JAWA TENGAH
KARANGDOWO,KLATEN,JAWA TENGAH
JUWIRING,KLATEN,JAWA TENGAH
WONOSARI,KLATEN,JAWA TENGAH
DELANGGU,KLATEN,JAWA TENGAH
POLANHARJO,KLATEN,JAWA TENGAH
KARANGANOM,KLATEN,JAWA TENGAH
TULUNG,KLATEN,JAWA TENGAH
JATINOM,KLATEN,JAWA TENGAH
KEMALANG,KLATEN,JAWA TENGAH
KLATEN SELATAN,KLATEN,JAWA TENGAH
KLATEN TENGAH,KLATEN,JAWA TENGAH
KLATEN UTARA,KLATEN,JAWA TENGAH
WERU,SUKOHARJO,JAWA TENGAH
BULU,SUKOHARJO,JAWA TENGAH
TAWANGSARI,SUKOHARJO,JAWA TENGAH
SUKOHARJO,SUKOHARJO,JAWA TENGAH
NGUTER,SUKOHARJO,JAWA TENGAH
BENDOSARI,SUKOHARJO,JAWA TENGAH
POLOKARTO,SUKOHARJO,JAWA TENGAH
MOJOLABAN,SUKOHARJO,JAWA TENGAH
GROGOL,SUKOHARJO,JAWA TENGAH
